PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
962,Sacramento River,Suisun Bay,Schreiner Trust centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7457422,38.86545479,489481,"CDFW 1994 survey: 1 centrifugal pump located on the left bank. Intake size is 12 inches, water is discharged to earth ditch and operates for agricultural purposes. Diverts up to 1.02 cfs. not in use; no motor "
963,Sacramento River,Suisun Bay,Schreiner Trust pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7371304,38.86128823,486466,"CDFW 1994 survey: 1 pump located on the left bank. Intake size is 14 inches, water is discharged to concrete distribution box and operates for agricultural purposes. Diverts up to 1.15 cfs. no motor attached "
958,Sacramento River,Suisun Bay,State Ranch Bend Pump Plant Smwc slant pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7532393,38.87017686,493350,Screened to 154 cfs. CDFW 1994 survey: 1 slant pump located on the left bank. Intake size is 24 inches and operates for agricultural purposes. Diverts up to 405 cfs. A001160+
961,Sacramento River,Suisun Bay,Pelger Mutual Water Co./SMWC slant pump,Diversion (screened/unscreened),Screened,Professional Judgement,U.S. Fish and Wildlife Service,Sutter,Sacramento-Stone Corral,-121.7532412,38.87017686,493352,"CDFW 1994 survey: 1 slant pump located on the left bank. Intake size is 14 inches and operates for agricultural purposes. Diverts up to 405 cfs. same platform as 1784, 1785, 1786; not measured, a001769+ "
946,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.692356,38.77018019,438429,"CDFW 1994 survey: 1 slant pump with horsepower of 30 located on the right bank. Intake size is 14 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
947,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6867634,38.7774021,441812,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 30 located on the right bank. Intake size is 13 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
944,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.687114,38.76323594,435297,"CDFW 1994 survey: 1 slant pump with horsepower of 40 located on the right bank. Intake size is 16 inches, water is discharged to earth ditch and operates for agricultural purposes. next to 1769 & d100717e; "
945,Sacramento River,Suisun Bay,Clayton Russell centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6907392,38.76518036,436509,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 40 located on the right bank. Intake size is 14 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 1.14 cfs."
950,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6976221,38.79851254,451564,"CDFW 1994 survey: 1 slant pump with horsepower of 30 located on the right bank. Intake size is 14 inches, water is discharged to earth ditch and operates for agricultural purposes."
951,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.7028725,38.80240132,454232,"CDFW 1994 survey: 1 centrifugal pump located on the right bank. Intake size is 9 inches, water is discharged to fill truck and operates for fill truck purposes."
948,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6940729,38.79045725,447261,"CDFW 1994 survey: 1 slant pump with horsepower of 30 located on the right bank. Intake size is 12 inches, water is discharged to earth ditch and operates for agricultural purposes."
949,Sacramento River,Suisun Bay,Wallace Construction Inc. slant pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6950761,38.79573484,450397,"3 slant pipes, screened for 25 cfs. CDFW 1994 survey: 1 slant pump with horsepower of 50 located on the right bank. Intake size is 20 inches, water is discharged to earth ditch and operates for agricultural purposes."
938,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.628994,38.101863,79619,
939,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.632804,38.096307,78316,
936,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.638524,38.090752,73116,
937,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.614126,38.110196,0,
942,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6744823,38.75990261,431144,CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the right bank. Intake size is 11 inches and operates for agricultural purposes.
943,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.687029,38.76323594,435272,"CDFW 1994 survey: 1 slant pump with horsepower of 25 located on the right bank. Intake size is 12 inches, water is discharged to earth ditch and operates for agricultural purposes."
940,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.6270182,38.7779571,411368,"CDFW 1994 survey: 1 slant pump with horsepower of 50 located on the right bank. Intake size is 16 inches, water is discharged to concrete box and operates for agricultural purposes. nothing present in"
941,Sacramento River,Suisun Bay,Layton-knaggs slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.6344466,38.76684642,415979,"CDFW 1994 survey: 1 slant pump with horsepower of 75 located on the right bank. Intake size is 20 inches, water is discharged to concrete distribution box and operates for agricultural purposes. Diverts up to 22 cfs. also a4902 & a5359"
1005,Sacramento River,Suisun Bay,John Robert Henle slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8076106,38.88850974,527068,"CDFW 1994 survey: 1 slant pump with horsepower of 60 located on the left bank. Intake size is 20 inches, water is discharged to concrete ditch and operates for agricultural purposes. Diverts up to 10 cfs. same platform as 1832 "
1006,Sacramento River,Suisun Bay,John Robert Henle slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8076145,38.88850974,527068,screened for 9 cfs. CDFW 1994 survey: 1 slant pump with horsepower of 30 located on the left bank. Water is discharged to concrete ditch and operates for agricultural purposes. Diverts up to 10 cfs. same platform as 1831 
1002,Sacramento River,Suisun Bay,"Oji Brothers, A Co-partnership slant pump",Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8025284,38.89878714,531152,screened to 38 cfs. NRS 2008 survey: pump with slant pipe measuring 30'' at intake.
1004,Sacramento River,Suisun Bay,"Oji Brothers, A Co-partnership slant pump",Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8025278,38.89878714,531113,screened to 38 cfs. NRS 2008 survey: pump with slant pipe measuring 30'' at intake.
1009,Sacramento River,Suisun Bay,Windswept Land And Cattle Company slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7943401,38.86656602,512397,"CDFW 1994 survey: 1 slant pump with horsepower of 60 located on the left bank. Intake size is 14 inches, water is discharged to concrete ditch and operates for agricultural purposes. Diverts up to 9.6 cfs."
1010,Sacramento River,Suisun Bay,Kramer Ranch vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7835668,38.86017733,507591,CDFW 1994 survey: 1 vertical pump located on the left bank. Intake size is 16 inches and operates for agricultural purposes. Diverts up to 1.3 cfs. couldn't see discharge; people on other side 
1007,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8086357,38.88767645,526695,"CDFW 1994 survey: 1 slant pump with horsepower of 50 located on the left bank. Intake size is 14 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
1008,Sacramento River,Suisun Bay,Windswept Land And Cattle Company slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8109963,38.87378805,519646,CDFW 1994 survey: 1 slant pump with horsepower of 50 located on the left bank. Water is discharged to concrete box and operates for agricultural purposes. Diverts up to 9.6 cfs. housing goes all the way up 
995,Sacramento River,Suisun Bay,L & N Farms (formerly L&m Farms) slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.769867,38.86128836,501326,"CDFW 1994 survey: 1 slant pump with horsepower of 30 located on the right bank. Intake size is 16 inches, water is discharged to concrete box and operates for agricultural purposes. Diverts up to 0.7 cfs. same platform as 1820; ***name changed to ""l&n"" @ swrcb "
996,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.784496,38.86101063,507907,"CDFW 1994 survey: 1 centrifugal pump located on the right bank. Intake size is 14 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. may be getting serviced; looks like they use it "
993,Sacramento River,Suisun Bay,W. Lockett slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7233633,38.80934567,462670,"CDFW 1994 survey: 1 slant pump with horsepower of 40 located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
994,Sacramento River,Suisun Bay,L & N Farms (formerly L&m Farms) slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.7698939,38.86128836,501336,"CDFW 1994 survey: 1 slant pump with horsepower of 50 located on the right bank. Intake size is 20 inches, water is discharged to concrete box and operates for agricultural purposes. Diverts up to 0.7 cfs. same platform as 1821; ***name changed to ""l&n"" @ swrcb "
1000,Sacramento River,Suisun Bay,Glenwood J. Hiatt slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7905051,38.90489796,536856,"CDFW 1994 survey: 1 slant pump with horsepower of 25 located on the left bank. Intake size is 13 inches, water is discharged to concrete box and operates for agricultural purposes. Diverts up to 11 cfs. a1765b, s4741 total 11 cfs "
1001,Sacramento River,Suisun Bay,Glenwood J. Hiatt slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.8009418,38.90128704,532988,"CDFW 1994 survey: 1 slant pump with horsepower of 25 located on the left bank. Intake size is 14 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 3 cfs."
997,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.8066671,38.90656467,541695,CDFW 1994 survey: 1 slant pump located on the right bank. Operates for agricultural purposes.
998,Sacramento River,Suisun Bay,Forster Poker Bend Ranch-maupin slant pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7928547,38.90684234,537640,"two slant pipes, screened for 41 cfs. CDFW 1994 survey: 1 slant pump with horsepower of 60 located on the left bank. Intake size is 16 inches, water is discharged to concrete distribution box and operates for agricultural purposes. Diverts up to 15 cfs. Same platform as 700873; combined retrieveable screen isi, russ berry, cylindrical tee, retractable, two-48"" diameter x 60"" long screens, 1.75mm sst wedge wire, 0.33 fps, installed 2003, part of family water alliance screen program, cost $155k."
